46,2,-73,-110,22,-291,23,-31,74,-14,2,-88,-34,-58,97,9,3216,1759,209
34,22,-35,-94,3,-280,24,-31,73,-8,-5,-79,-34,-60,96,9,3216,1759,209
25,38,1,-89,-18,-283,22,-32,75,0,-17,-70,-33,-54,94,9,3216,1759,209
14,48,19,-90,-37,-303,23,-27,76,7,-29,-66,-30,-43,91,9,3216,1759,209
-6,73,27,-6,73,27,13,-19,74,7,-39,-66,-16,-21,88,9,3216,1759,209
-15,87,36,-15,87,36,9,-17,71,-3,-39,-64,-1,-5,80,9,3216,1759,209
-29,98,50,-29,98,50,4,-15,72,-3,-39,-64,12,4,75,9,3216,1759,209
-29,98,50,-29,98,50,0,-14,75,-6,-8,-75,12,4,75,9,3216,1759,209
-17,-10,192,-151,57,-50,0,-12,78,-7,-23,-87,-28,-16,47,9,3216,1759,209
-13,12,193,-140,16,11,0,-12,78,-6,-26,-89,-25,-5,51,9,3216,1759,209
-15,28,186,-116,14,45,1,4,74,-3,-25,-85,-22,3,57,9,3216,1759,209
-8,34,166,-83,36,46,-4,0,73,2,-20,-81,-20,4,69,9,3216,1759,209
33,29,153,-34,74,20,-6,-1,71,5,-6,-72,-15,-6,87,9,3235,1769,224
48,12,171,-11,88,32,-6,-3,76,2,-1,-66,-14,-12,92,9,3235,1769,224
55,-5,189,11,94,63,-2,-5,82,-3,1,-63,-13,-19,96,9,3235,1769,224
66,-28,193,28,85,111,4,-4,88,-10,1,-63,-13,-28,98,9,3235,1769,224
97,-43,177,35,57,167,10,-4,92,-17,-2,-64,-14,-39,99,9,3235,1769,224
122,-79,151,21,-69,270,23,-2,88,-24,-14,-79,-26,-46,97,9,3235,1769,224
112,-121,154,-9,-148,289,24,-2,82,-25,-17,-86,-38,-47,100,9,3235,1769,224
100,-166,143,-50,-210,284,23,-3,78,-22,-17,-89,-51,-46,105,9,3235,1769,224
85,-197,115,-80,-246,276,19,-2,76,-15,-15,-85,-60,-47,111,9,3235,1769,224
59,-208,83,-81,-248,268,14,-1,75,-7,-15,-74,-68,-49,120,9,3235,1769,224
-26,-189,71,-33,-184,246,13,5,79,-5,-18,-62,-83,-53,128,9,3235,1769,224
-63,-180,74,-1,-138,256,16,7,79,-7,-18,-62,-88,-48,126,9,3235,1769,224
-72,-170,71,14,-109,282,19,4,79,-18,-10,-70,-101,-51,133,9,3235,1769,224
-56,-163,48,0,-109,288,24,0,79,-21,-20,-76,-104,-62,131,9,3235,1769,224
-35,-157,27,-22,-115,282,27,-6,81,-25,-11,-72,-104,-72,132,9,3235,1769,224
-18,-142,37,-42,-131,262,29,-10,79,-21,-19,-71,-102,-77,126,9,3235,1769,224
-7,385,-702,102,91,25,30,-8,78,2,-9,-87,5,-38,78,9,3235,1769,224
-60,360,-692,121,28,36,30,-8,78,9,13,-89,7,-37,66,9,3235,1769,224
-127,320,-680,151,-49,65,-4,-16,69,9,28,-81,8,-34,52,9,3235,1769,224
-182,287,-655,181,-117,90,-17,-9,71,7,36,-70,5,-26,37,9,3235,1769,224
-204,263,-611,198,-148,103,-27,-1,71,13,44,-65,-1,-13,26,9,3235,1769,224
-182,199,-500,133,-136,130,-42,5,84,16,44,-80,-22,0,28,9,3235,1769,224
-157,156,-442,54,-111,122,-49,5,92,10,40,-92,-33,0,38,9,3235,1769,224
-128,116,-386,-12,-85,98,-53,3,97,4,33,-88,-41,-1,50,9,3235,1769,224
-112,81,-341,-43,-67,78,-55,3,96,1,24,-77,-45,-1,60,9,3235,1769,224
-101,54,-294,-28,-55,71,-50,3,86,2,12,-67,-50,0,71,9,3235,1769,224
-97,-17,-143,70,-41,117,-32,-2,70,5,-2,-66,-53,10,96,9,3235,1769,224
-122,-68,-45,88,-43,166,-20,-5,75,3,0,-78,-53,15,110,9,3235,1769,224
-168,-104,60,73,-47,189,-11,-3,83,-4,3,-85,-49,21,120,9,3235,1769,224
-226,-108,138,39,-46,170,-4,2,88,-10,8,-77,-41,23,124,9,3235,1769,224
-259,-89,165,2,-46,128,0,8,84,-11,6,-61,-23,20,117,9,3235,1769,224
-168,-68,104,-28,-61,77,3,9,69,-5,-16,-53,10,14,102,9,3235,1769,224
-66,-67,43,-20,-64,86,4,6,71,-6,-28,-64,19,18,102,9,3235,1769,224
22,-87,-17,-1,-54,107,11,2,76,-15,-33,-78,24,27,107,9,3235,1769,224
100,-109,-52,21,-36,122,20,2,82,-25,-31,-87,26,38,113,9,3235,1769,224
225,-130,-47,40,-13,117,24,4,85,-30,-24,-86,27,42,116,9,3235,1769,224
396,-131,-18,45,8,89,27,0,74,-29,-14,-78,27,43,111,9,3235,1769,224
334,-125,-548,26,78,109,25,-3,72,8,11,-87,12,-12,71,9,3235,1769,224
265,-93,-402,-5,34,110,25,-3,72,10,24,-91,5,-16,60,9,3235,1769,224
207,-70,-269,-57,-44,109,25,-3,72,9,37,-89,-5,-23,57,9,3235,1769,224
164,-33,-122,-111,-120,98,18,-18,76,4,41,-79,-18,-33,63,9,3235,1769,224
135,30,46,-143,-168,85,16,-17,76,0,40,-72,-33,-46,78,9,3235,1769,224
63,152,351,-107,-144,77,19,-12,75,-6,26,-69,-48,-62,105,9,3235,1769,224
31,180,456,-62,-89,73,23,-8,74,-14,12,-67,-54,-60,118,9,3235,1769,224
-36,203,494,-29,-27,58,27,-6,77,-22,-1,-71,-64,-55,129,9,3235,1769,224
-84,202,501,-29,22,31,29,-7,82,-26,-11,-76,-74,-52,135,9,3235,1769,224
-107,176,471,-50,49,7,29,-7,84,-26,-20,-78,-77,-46,133,9,3235,1769,224
-125,119,378,-40,46,63,24,-6,80,-15,-30,-75,-71,-31,127,9,3235,1769,224
-83,100,320,12,43,124,18,-4,77,-7,-31,-72,-63,-22,122,9,3235,1769,224
-25,84,248,69,59,160,11,0,75,0,-28,-70,-51,-18,113,9,3235,1769,224
28,70,178,109,81,169,8,0,77,4,-22,-72,-39,-12,107,9,3235,1769,224
62,55,120,127,92,175,9,1,79,5,-14,-73,-27,-8,101,9,3235,1769,224
81,31,62,93,67,167,15,-1,80,-3,-3,-72,-6,-5,96,9,3235,1769,224
74,28,67,52,38,142,22,-3,79,-9,1,-71,3,-7,93,9,3235,1769,224
72,28,69,14,4,123,31,-4,77,-11,3,-71,15,-11,89,9,3235,1769,224
83,27,68,-7,-26,126,39,-6,75,-11,6,-74,22,-11,88,9,3235,1769,224
86,25,62,-6,-38,146,44,-7,73,-8,8,-79,24,-8,89,9,3235,1769,224
77,28,73,4,-25,168,42,0,74,-5,12,-81,21,-2,91,9,3235,1769,224
4,-33,-57,-307,138,-198,33,3,76,-20,6,-63,-60,-65,130,9,3235,1769,224
5,-29,-58,-273,140,-313,33,3,76,-17,13,-49,-58,-65,117,9,3235,1769,224
3,-28,-57,-228,134,-437,33,3,76,-8,16,-46,-56,-60,106,9,3235,1769,224
5,-29,-53,-187,116,-548,13,-20,72,0,17,-54,-51,-49,93,9,3235,1769,224
11,-30,-49,-152,94,-625,9,-18,74,4,14,-64,-43,-34,77,9,3235,1769,224
