-9,-3,-33,-10,-4,48,-2,-5,81,1,0,-69,19,-30,43,9,10,5,3
-9,-3,-33,0,-4,45,-2,-6,82,-1,-6,-60,18,-31,46,9,10,5,3
-113,-8,9,4,-6,46,-3,-5,82,0,-8,-57,17,-36,47,9,10,5,3
-117,-12,19,14,-10,49,-3,-6,82,1,-10,-57,17,-42,51,9,10,5,3
-118,-18,26,31,-9,56,-29,-5,76,4,-11,-58,16,-48,56,9,10,5,3
-119,-21,32,-147,-89,-21,-33,-12,73,-3,-1,-89,5,-65,58,9,10,5,3
595,0,-63,-255,-251,40,-33,-13,55,-2,-3,-87,0,-68,66,9,10,5,3
597,26,-64,-255,-242,66,-30,-7,42,0,-9,-69,-7,-66,70,9,10,5,3
579,53,-43,-257,-219,95,215,-286,317,0,-9,-54,-16,-60,69,9,10,5,3
547,81,-12,-258,-184,124,195,-283,310,-33,-13,-62,67,-21,15,9,10,5,3
-327,-241,-171,399,201,-302,180,-287,297,-40,-24,-62,88,-26,21,9,10,5,3
-330,-189,-200,-133,65,-123,-217,159,-82,-54,-34,-66,109,-32,33,9,10,5,3
-257,-119,-203,-181,101,-126,-186,184,-64,-65,-46,-70,125,-38,47,9,10,5,3
-178,-60,-209,-193,95,-134,-152,217,-53,28,18,-31,-146,-181,240,9,10,5,3
103,98,-80,20,-117,-89,-110,-5,88,41,22,-23,-162,-177,232,9,10,5,3
81,77,-90,55,-132,-99,-193,-20,44,59,5,-26,-152,-159,206,9,10,5,3
53,52,-95,98,-142,-112,-266,-26,1,-41,-58,-55,84,-31,-7,9,10,5,3
205,-48,21,-178,78,337,155,-83,395,-36,-67,-60,100,-43,-19,9,10,5,3
218,-8,30,-173,64,310,156,100,586,-23,-80,-72,125,-55,-29,9,10,5,3
224,34,47,-167,44,272,176,322,775,-49,-57,-91,-38,29,39,9,10,5,3
214,76,70,-153,23,232,189,495,782,-58,-50,-87,-37,7,46,9,10,5,3
-57,-9,-70,-30,-51,-52,13,-251,135,-60,-40,-82,-32,-1,52,9,10,5,3
-65,-12,-79,-36,-70,-38,33,-278,122,205,126,-78,-129,-55,88,9,10,5,3
-73,-15,-87,-52,-85,-17,58,-335,8,186,170,-61,-173,-134,162,9,10,5,3
-195,-117,-72,-90,-15,-82,-142,-75,51,143,218,-38,-217,-218,241,9,10,5,3
-169,-141,-44,-79,20,-80,-174,-120,-25,-27,64,-40,2,31,27,9,10,5,3
-139,-151,-15,-71,52,-83,-195,-173,-87,-9,63,-39,11,36,16,9,10,5,3
-106,-146,13,-67,76,-78,-213,-218,-137,7,51,-36,21,41,0,9,10,5,3
121,81,62,66,-22,103,286,174,388,20,26,-39,30,50,-15,9,10,5,3
135,95,36,58,-31,119,298,219,426,19,-36,-71,133,-64,33,9,10,5,3
140,95,9,56,-43,128,295,246,444,26,-39,-84,139,-65,24,9,10,5,3
86,-38,12,61,-74,14,-113,114,51,37,-46,-94,138,-66,16,9,10,5,3
76,-33,5,49,-73,9,-106,127,37,43,-62,-104,132,-68,11,9,10,5,3
65,-30,-2,39,-72,3,-104,134,22,2,4,-67,46,-156,170,9,10,5,3
76,85,13,67,-71,68,423,161,266,119,53,-72,12,-172,213,9,10,5,3
61,83,-32,43,-81,47,322,137,244,107,51,-82,-25,-179,246,9,10,5,3
42,74,-74,25,-87,31,219,113,215,90,50,-81,91,-27,70,9,10,5,3
22,60,-112,16,-85,21,111,86,177,68,52,-68,95,-31,72,9,10,5,3
